Batch_ID,Product,Production_Line,Batch_Date,Month_Year,Quarter,Shift,Supervisor,Batch_Size_kg,Raw_Material_Lot,Batch_Status,QC_Release_Date
BCH-2022-0326,Sweet Potato Chips,Line B,2023-06-21 00:00:00,Jun-2023,Q2-2023,Afternoon,Karthik V.,333.6,RM-2325,Hold – OOS,
BCH-2022-0327,Masala Peanuts,Line C,2023-06-23 00:00:00,Jun-2023,Q2-2023,Night,Meena R.,538.3,RM-2326,Released,2023-06-25 00:00:00
BCH-2022-0328,Tapioca Crisps,Line D,2023-06-25 00:00:00,Jun-2023,Q2-2023,Morning,Suresh B.,464.7,RM-2327,Rejected,
BCH-2022-0329,Jackfruit Chips,Line E,2023-06-26 00:00:00,Jun-2023,Q2-2023,Afternoon,Ramesh K.,416.8,RM-2328,Released,2023-06-27 00:00:00
BCH-2022-0330,Okra Chips,Line F,2023-06-27 00:00:00,Jun-2023,Q2-2023,Night,Priya S.,606.3,RM-2329,Released,2023-06-28 00:00:00
BCH-2022-0331,Roasted Corn,Line A,2023-06-28 00:00:00,Jun-2023,Q2-2023,Morning,Anand M.,448.8,RM-2330,Released,2023-06-30 00:00:00
BCH-2022-0332,Chickpea Snacks,Line B,2023-06-30 00:00:00,Jun-2023,Q2-2023,Afternoon,Sagar A.,249.3,RM-2331,Released,2023-07-02 00:00:00
BCH-2022-0333,Banana Chips,Line C,2023-07-01 00:00:00,Jul-2023,Q3-2023,Night,Divya N.,377.4,RM-2332,Released,2023-07-03 00:00:00
BCH-2022-0334,Sweet Potato Chips,Line D,2023-07-02 00:00:00,Jul-2023,Q3-2023,Morning,Karthik V.,300.6,RM-2333,Released,2023-07-03 00:00:00
BCH-2022-0335,Masala Peanuts,Line E,2023-07-03 00:00:00,Jul-2023,Q3-2023,Afternoon,Meena R.,370.8,RM-2334,Released,2023-07-04 00:00:00
BCH-2022-0336,Tapioca Crisps,Line F,2023-07-08 00:00:00,Jul-2023,Q3-2023,Night,Suresh B.,208.3,RM-2335,Released,2023-07-09 00:00:00
BCH-2022-0337,Jackfruit Chips,Line A,2023-07-10 00:00:00,Jul-2023,Q3-2023,Morning,Ramesh K.,219.7,RM-2336,Released,2023-07-12 00:00:00
BCH-2022-0338,Okra Chips,Line B,2023-07-11 00:00:00,Jul-2023,Q3-2023,Afternoon,Priya S.,256.9,RM-2337,Released,2023-07-12 00:00:00
BCH-2022-0339,Roasted Corn,Line C,2023-07-13 00:00:00,Jul-2023,Q3-2023,Night,Anand M.,359.9,RM-2338,Released,2023-07-16 00:00:00
BCH-2022-0340,Chickpea Snacks,Line D,2023-07-15 00:00:00,Jul-2023,Q3-2023,Morning,Sagar A.,577.3,RM-2339,Released,2023-07-17 00:00:00
BCH-2022-0341,Banana Chips,Line E,2023-07-16 00:00:00,Jul-2023,Q3-2023,Afternoon,Divya N.,223.9,RM-2340,Released,2023-07-19 00:00:00
BCH-2022-0342,Sweet Potato Chips,Line F,2023-07-19 00:00:00,Jul-2023,Q3-2023,Night,Karthik V.,191.1,RM-2341,Released,2023-07-21 00:00:00
BCH-2022-0343,Masala Peanuts,Line A,2023-07-20 00:00:00,Jul-2023,Q3-2023,Morning,Meena R.,588.1,RM-2342,Released,2023-07-21 00:00:00
BCH-2022-0344,Tapioca Crisps,Line B,2023-07-22 00:00:00,Jul-2023,Q3-2023,Afternoon,Suresh B.,234.0,RM-2343,Released,2023-07-25 00:00:00
BCH-2022-0345,Jackfruit Chips,Line C,2023-07-23 00:00:00,Jul-2023,Q3-2023,Night,Ramesh K.,617.2,RM-2344,Released,2023-07-25 00:00:00
BCH-2022-0346,Okra Chips,Line D,2023-07-24 00:00:00,Jul-2023,Q3-2023,Morning,Priya S.,405.2,RM-2345,Released,2023-07-25 00:00:00
BCH-2022-0347,Roasted Corn,Line E,2023-07-25 00:00:00,Jul-2023,Q3-2023,Afternoon,Anand M.,480.7,RM-2346,Released,2023-07-27 00:00:00
BCH-2022-0348,Chickpea Snacks,Line F,2023-07-26 00:00:00,Jul-2023,Q3-2023,Night,Sagar A.,216.4,RM-2347,Released,2023-07-28 00:00:00
BCH-2022-0349,Banana Chips,Line A,2023-07-28 00:00:00,Jul-2023,Q3-2023,Morning,Divya N.,259.7,RM-2348,Rejected,
BCH-2022-0350,Sweet Potato Chips,Line B,2023-07-29 00:00:00,Jul-2023,Q3-2023,Afternoon,Karthik V.,409.9,RM-2349,Released,2023-07-30 00:00:00
BCH-2022-0351,Masala Peanuts,Line C,2023-07-30 00:00:00,Jul-2023,Q3-2023,Night,Meena R.,397.2,RM-2350,Released,2023-08-01 00:00:00
BCH-2022-0352,Tapioca Crisps,Line D,2023-07-31 00:00:00,Jul-2023,Q3-2023,Morning,Suresh B.,478.6,RM-2351,Released,2023-08-03 00:00:00
BCH-2022-0353,Jackfruit Chips,Line E,2023-08-01 00:00:00,Aug-2023,Q3-2023,Afternoon,Ramesh K.,386.9,RM-2352,Released,2023-08-02 00:00:00
BCH-2022-0354,Okra Chips,Line F,2023-08-02 00:00:00,Aug-2023,Q3-2023,Night,Priya S.,349.0,RM-2353,Released,2023-08-03 00:00:00
BCH-2022-0355,Roasted Corn,Line A,2023-08-03 00:00:00,Aug-2023,Q3-2023,Morning,Anand M.,254.7,RM-2354,Released,2023-08-04 00:00:00
BCH-2022-0356,Chickpea Snacks,Line B,2023-08-05 00:00:00,Aug-2023,Q3-2023,Afternoon,Sagar A.,287.3,RM-2355,Released,2023-08-07 00:00:00
BCH-2022-0357,Banana Chips,Line C,2023-08-06 00:00:00,Aug-2023,Q3-2023,Night,Divya N.,407.1,RM-2356,Released,2023-08-08 00:00:00
BCH-2022-0358,Sweet Potato Chips,Line D,2023-08-07 00:00:00,Aug-2023,Q3-2023,Morning,Karthik V.,253.3,RM-2357,Hold – OOS,
BCH-2022-0359,Masala Peanuts,Line E,2023-08-08 00:00:00,Aug-2023,Q3-2023,Afternoon,Meena R.,235.6,RM-2358,Released,2023-08-11 00:00:00
BCH-2022-0360,Tapioca Crisps,Line F,2023-08-10 00:00:00,Aug-2023,Q3-2023,Night,Suresh B.,263.2,RM-2359,Released,2023-08-13 00:00:00
BCH-2022-0361,Jackfruit Chips,Line A,2023-08-11 00:00:00,Aug-2023,Q3-2023,Morning,Ramesh K.,183.3,RM-2360,Released,2023-08-14 00:00:00
BCH-2022-0362,Okra Chips,Line B,2023-08-12 00:00:00,Aug-2023,Q3-2023,Afternoon,Priya S.,563.9,RM-2361,Released,2023-08-14 00:00:00
BCH-2022-0363,Roasted Corn,Line C,2023-08-13 00:00:00,Aug-2023,Q3-2023,Night,Anand M.,223.4,RM-2362,Released,2023-08-15 00:00:00
BCH-2022-0364,Chickpea Snacks,Line D,2023-08-14 00:00:00,Aug-2023,Q3-2023,Morning,Sagar A.,400.4,RM-2363,Released,2023-08-15 00:00:00
BCH-2022-0365,Banana Chips,Line E,2023-08-15 00:00:00,Aug-2023,Q3-2023,Afternoon,Divya N.,562.6,RM-2364,Released,2023-08-16 00:00:00
BCH-2022-0366,Sweet Potato Chips,Line F,2023-08-16 00:00:00,Aug-2023,Q3-2023,Night,Karthik V.,356.2,RM-2365,Released,2023-08-17 00:00:00
BCH-2022-0367,Masala Peanuts,Line A,2023-08-17 00:00:00,Aug-2023,Q3-2023,Morning,Meena R.,446.9,RM-2366,Released,2023-08-18 00:00:00
BCH-2022-0368,Tapioca Crisps,Line B,2023-08-18 00:00:00,Aug-2023,Q3-2023,Afternoon,Suresh B.,430.2,RM-2367,Rejected,
BCH-2022-0369,Jackfruit Chips,Line C,2023-08-19 00:00:00,Aug-2023,Q3-2023,Night,Ramesh K.,594.4,RM-2368,Released,2023-08-20 00:00:00
BCH-2022-0370,Okra Chips,Line D,2023-08-20 00:00:00,Aug-2023,Q3-2023,Morning,Priya S.,419.7,RM-2369,Released,2023-08-21 00:00:00
BCH-2022-0371,Roasted Corn,Line E,2023-08-21 00:00:00,Aug-2023,Q3-2023,Afternoon,Anand M.,204.4,RM-2370,Released,2023-08-23 00:00:00
BCH-2022-0372,Chickpea Snacks,Line F,2023-08-22 00:00:00,Aug-2023,Q3-2023,Night,Sagar A.,301.3,RM-2371,Rejected,
BCH-2022-0373,Banana Chips,Line A,2023-08-23 00:00:00,Aug-2023,Q3-2023,Morning,Divya N.,401.5,RM-2372,Released,2023-08-25 00:00:00
BCH-2022-0374,Sweet Potato Chips,Line B,2023-08-25 00:00:00,Aug-2023,Q3-2023,Afternoon,Karthik V.,510.7,RM-2373,Released,2023-08-27 00:00:00
BCH-2022-0375,Masala Peanuts,Line C,2023-08-28 00:00:00,Aug-2023,Q3-2023,Night,Meena R.,578.3,RM-2374,Hold – OOS,
BCH-2022-0376,Tapioca Crisps,Line D,2023-08-31 00:00:00,Aug-2023,Q3-2023,Morning,Suresh B.,457.6,RM-2375,Released,2023-09-01 00:00:00
BCH-2022-0377,Jackfruit Chips,Line E,2023-09-02 00:00:00,Sep-2023,Q3-2023,Afternoon,Ramesh K.,279.2,RM-2376,Released,2023-09-03 00:00:00
BCH-2022-0378,Okra Chips,Line F,2023-09-03 00:00:00,Sep-2023,Q3-2023,Night,Priya S.,418.2,RM-2377,Released,2023-09-04 00:00:00
BCH-2022-0379,Roasted Corn,Line A,2023-09-04 00:00:00,Sep-2023,Q3-2023,Morning,Anand M.,189.4,RM-2378,Released,2023-09-06 00:00:00
BCH-2022-0380,Chickpea Snacks,Line B,2023-09-05 00:00:00,Sep-2023,Q3-2023,Afternoon,Sagar A.,380.8,RM-2379,Released,2023-09-06 00:00:00
BCH-2022-0381,Banana Chips,Line C,2023-09-06 00:00:00,Sep-2023,Q3-2023,Night,Divya N.,602.5,RM-2380,Released,2023-09-07 00:00:00
BCH-2022-0382,Sweet Potato Chips,Line D,2023-09-09 00:00:00,Sep-2023,Q3-2023,Morning,Karthik V.,477.1,RM-2381,Released,2023-09-11 00:00:00
BCH-2022-0383,Masala Peanuts,Line E,2023-09-12 00:00:00,Sep-2023,Q3-2023,Afternoon,Meena R.,193.0,RM-2382,Released,2023-09-15 00:00:00
BCH-2022-0384,Tapioca Crisps,Line F,2023-09-13 00:00:00,Sep-2023,Q3-2023,Night,Suresh B.,322.8,RM-2383,Released,2023-09-16 00:00:00
BCH-2022-0385,Jackfruit Chips,Line A,2023-09-14 00:00:00,Sep-2023,Q3-2023,Morning,Ramesh K.,555.8,RM-2384,Hold – OOS,
BCH-2022-0386,Okra Chips,Line B,2023-09-15 00:00:00,Sep-2023,Q3-2023,Afternoon,Priya S.,437.7,RM-2385,Released,2023-09-18 00:00:00
BCH-2022-0387,Roasted Corn,Line C,2023-09-20 00:00:00,Sep-2023,Q3-2023,Night,Anand M.,183.6,RM-2386,Released,2023-09-23 00:00:00
BCH-2022-0388,Chickpea Snacks,Line D,2023-09-21 00:00:00,Sep-2023,Q3-2023,Morning,Sagar A.,537.2,RM-2387,Released,2023-09-23 00:00:00
BCH-2022-0389,Banana Chips,Line E,2023-09-22 00:00:00,Sep-2023,Q3-2023,Afternoon,Divya N.,255.2,RM-2388,Released,2023-09-25 00:00:00
BCH-2022-0390,Sweet Potato Chips,Line F,2023-09-24 00:00:00,Sep-2023,Q3-2023,Night,Karthik V.,446.0,RM-2389,Released,2023-09-26 00:00:00
BCH-2022-0391,Masala Peanuts,Line A,2023-09-27 00:00:00,Sep-2023,Q3-2023,Morning,Meena R.,613.0,RM-2390,Released,2023-09-30 00:00:00
BCH-2022-0392,Tapioca Crisps,Line B,2023-09-29 00:00:00,Sep-2023,Q3-2023,Afternoon,Suresh B.,266.3,RM-2391,Released,2023-10-02 00:00:00
BCH-2022-0393,Jackfruit Chips,Line C,2023-09-30 00:00:00,Sep-2023,Q3-2023,Night,Ramesh K.,323.0,RM-2392,Released,2023-10-03 00:00:00
BCH-2022-0394,Okra Chips,Line D,2023-10-01 00:00:00,Oct-2023,Q4-2023,Morning,Priya S.,228.5,RM-2393,Released,2023-10-02 00:00:00
BCH-2022-0395,Roasted Corn,Line E,2023-10-02 00:00:00,Oct-2023,Q4-2023,Afternoon,Anand M.,190.9,RM-2394,Released,2023-10-04 00:00:00
BCH-2022-0396,Chickpea Snacks,Line F,2023-10-03 00:00:00,Oct-2023,Q4-2023,Night,Sagar A.,406.0,RM-2395,Released,2023-10-04 00:00:00
BCH-2022-0397,Banana Chips,Line A,2023-10-04 00:00:00,Oct-2023,Q4-2023,Morning,Divya N.,273.9,RM-2396,Released,2023-10-06 00:00:00
BCH-2022-0398,Sweet Potato Chips,Line B,2023-10-05 00:00:00,Oct-2023,Q4-2023,Afternoon,Karthik V.,419.9,RM-2397,Released,2023-10-07 00:00:00
BCH-2022-0399,Masala Peanuts,Line C,2023-10-06 00:00:00,Oct-2023,Q4-2023,Night,Meena R.,320.8,RM-2398,Released,2023-10-09 00:00:00
BCH-2022-0400,Tapioca Crisps,Line D,2023-10-07 00:00:00,Oct-2023,Q4-2023,Morning,Suresh B.,596.7,RM-2399,Hold – OOS,
BCH-2022-0401,Jackfruit Chips,Line E,2023-10-09 00:00:00,Oct-2023,Q4-2023,Afternoon,Ramesh K.,341.4,RM-2400,Released,2023-10-12 00:00:00
BCH-2022-0402,Okra Chips,Line F,2023-10-10 00:00:00,Oct-2023,Q4-2023,Night,Priya S.,441.4,RM-2401,Released,2023-10-13 00:00:00
BCH-2022-0403,Roasted Corn,Line A,2023-10-11 00:00:00,Oct-2023,Q4-2023,Morning,Anand M.,497.8,RM-2402,Released,2023-10-13 00:00:00
BCH-2022-0404,Chickpea Snacks,Line B,2023-10-12 00:00:00,Oct-2023,Q4-2023,Afternoon,Sagar A.,264.2,RM-2403,Released,2023-10-15 00:00:00
BCH-2022-0405,Banana Chips,Line C,2023-10-13 00:00:00,Oct-2023,Q4-2023,Night,Divya N.,488.5,RM-2404,Released,2023-10-16 00:00:00
BCH-2022-0406,Sweet Potato Chips,Line D,2023-10-14 00:00:00,Oct-2023,Q4-2023,Morning,Karthik V.,350.7,RM-2405,Released,2023-10-17 00:00:00
BCH-2022-0407,Masala Peanuts,Line E,2023-10-15 00:00:00,Oct-2023,Q4-2023,Afternoon,Meena R.,556.0,RM-2406,Released,2023-10-17 00:00:00
BCH-2022-0408,Tapioca Crisps,Line F,2023-10-16 00:00:00,Oct-2023,Q4-2023,Night,Suresh B.,184.6,RM-2407,Released,2023-10-19 00:00:00
BCH-2022-0409,Jackfruit Chips,Line A,2023-10-19 00:00:00,Oct-2023,Q4-2023,Morning,Ramesh K.,380.0,RM-2408,Hold – OOS,
BCH-2022-0410,Okra Chips,Line B,2023-10-20 00:00:00,Oct-2023,Q4-2023,Afternoon,Priya S.,461.2,RM-2409,Released,2023-10-21 00:00:00
BCH-2022-0411,Roasted Corn,Line C,2023-10-21 00:00:00,Oct-2023,Q4-2023,Night,Anand M.,475.5,RM-2410,Released,2023-10-23 00:00:00
BCH-2022-0412,Chickpea Snacks,Line D,2023-10-26 00:00:00,Oct-2023,Q4-2023,Morning,Sagar A.,599.3,RM-2411,Released,2023-10-27 00:00:00
BCH-2022-0413,Banana Chips,Line E,2023-10-27 00:00:00,Oct-2023,Q4-2023,Afternoon,Divya N.,376.0,RM-2412,Released,2023-10-30 00:00:00
BCH-2022-0414,Sweet Potato Chips,Line F,2023-10-28 00:00:00,Oct-2023,Q4-2023,Night,Karthik V.,348.9,RM-2413,Released,2023-10-31 00:00:00
BCH-2022-0415,Masala Peanuts,Line A,2023-10-29 00:00:00,Oct-2023,Q4-2023,Morning,Meena R.,505.9,RM-2414,Released,2023-10-31 00:00:00
BCH-2022-0416,Tapioca Crisps,Line B,2023-10-30 00:00:00,Oct-2023,Q4-2023,Afternoon,Suresh B.,506.7,RM-2415,Released,2023-11-02 00:00:00
BCH-2022-0417,Jackfruit Chips,Line C,2023-10-31 00:00:00,Oct-2023,Q4-2023,Night,Ramesh K.,442.0,RM-2416,Released,2023-11-03 00:00:00
BCH-2022-0418,Okra Chips,Line D,2023-11-02 00:00:00,Nov-2023,Q4-2023,Morning,Priya S.,237.4,RM-2417,Released,2023-11-04 00:00:00
BCH-2022-0419,Roasted Corn,Line E,2023-11-03 00:00:00,Nov-2023,Q4-2023,Afternoon,Anand M.,489.5,RM-2418,Released,2023-11-04 00:00:00
BCH-2022-0420,Chickpea Snacks,Line F,2023-11-05 00:00:00,Nov-2023,Q4-2023,Night,Sagar A.,411.1,RM-2419,Released,2023-11-08 00:00:00
BCH-2023-0421,Banana Chips,Line A,2023-11-08 00:00:00,Nov-2023,Q4-2023,Morning,Divya N.,188.4,RM-2420,Hold – OOS,
BCH-2023-0422,Sweet Potato Chips,Line B,2023-11-10 00:00:00,Nov-2023,Q4-2023,Afternoon,Karthik V.,614.7,RM-2421,Released,2023-11-13 00:00:00
BCH-2023-0423,Masala Peanuts,Line C,2023-11-11 00:00:00,Nov-2023,Q4-2023,Night,Meena R.,610.9,RM-2422,Released,2023-11-12 00:00:00
BCH-2023-0424,Tapioca Crisps,Line D,2023-11-13 00:00:00,Nov-2023,Q4-2023,Morning,Suresh B.,518.7,RM-2423,Released,2023-11-16 00:00:00
BCH-2023-0425,Jackfruit Chips,Line E,2023-11-14 00:00:00,Nov-2023,Q4-2023,Afternoon,Ramesh K.,588.1,RM-2424,Released,2023-11-17 00:00:00
BCH-2023-0426,Okra Chips,Line F,2023-11-15 00:00:00,Nov-2023,Q4-2023,Night,Priya S.,451.5,RM-2425,Released,2023-11-16 00:00:00
BCH-2023-0427,Roasted Corn,Line A,2023-11-18 00:00:00,Nov-2023,Q4-2023,Morning,Anand M.,190.2,RM-2426,Released,2023-11-19 00:00:00
BCH-2023-0428,Chickpea Snacks,Line B,2023-11-19 00:00:00,Nov-2023,Q4-2023,Afternoon,Sagar A.,559.7,RM-2427,Released,2023-11-20 00:00:00
BCH-2023-0429,Banana Chips,Line C,2023-11-20 00:00:00,Nov-2023,Q4-2023,Night,Divya N.,310.3,RM-2428,Released,2023-11-21 00:00:00
BCH-2023-0430,Sweet Potato Chips,Line D,2023-11-21 00:00:00,Nov-2023,Q4-2023,Morning,Karthik V.,250.6,RM-2429,Released,2023-11-23 00:00:00
BCH-2023-0431,Masala Peanuts,Line E,2023-11-22 00:00:00,Nov-2023,Q4-2023,Afternoon,Meena R.,183.0,RM-2430,Hold – OOS,
BCH-2023-0432,Tapioca Crisps,Line F,2023-11-25 00:00:00,Nov-2023,Q4-2023,Night,Suresh B.,591.7,RM-2431,Released,2023-11-26 00:00:00
BCH-2023-0433,Jackfruit Chips,Line A,2023-11-27 00:00:00,Nov-2023,Q4-2023,Morning,Ramesh K.,546.1,RM-2432,Released,2023-11-30 00:00:00
BCH-2023-0434,Okra Chips,Line B,2023-11-28 00:00:00,Nov-2023,Q4-2023,Afternoon,Priya S.,344.5,RM-2433,Released,2023-12-01 00:00:00
BCH-2023-0435,Roasted Corn,Line C,2023-12-01 00:00:00,Dec-2023,Q4-2023,Night,Anand M.,561.8,RM-2434,Released,2023-12-02 00:00:00
BCH-2023-0436,Chickpea Snacks,Line D,2023-12-04 00:00:00,Dec-2023,Q4-2023,Morning,Sagar A.,572.9,RM-2435,Released,2023-12-06 00:00:00
BCH-2023-0437,Banana Chips,Line E,2023-12-05 00:00:00,Dec-2023,Q4-2023,Afternoon,Divya N.,568.5,RM-2436,Released,2023-12-06 00:00:00
BCH-2023-0438,Sweet Potato Chips,Line F,2023-12-06 00:00:00,Dec-2023,Q4-2023,Night,Karthik V.,271.4,RM-2437,Hold – OOS,
BCH-2023-0439,Masala Peanuts,Line A,2023-12-09 00:00:00,Dec-2023,Q4-2023,Morning,Meena R.,522.0,RM-2438,Hold – OOS,
BCH-2023-0440,Tapioca Crisps,Line B,2023-12-10 00:00:00,Dec-2023,Q4-2023,Afternoon,Suresh B.,604.7,RM-2439,Released,2023-12-12 00:00:00
BCH-2023-0441,Jackfruit Chips,Line C,2023-12-11 00:00:00,Dec-2023,Q4-2023,Night,Ramesh K.,400.4,RM-2440,Released,2023-12-12 00:00:00
BCH-2023-0442,Okra Chips,Line D,2023-12-12 00:00:00,Dec-2023,Q4-2023,Morning,Priya S.,232.2,RM-2441,Released,2023-12-15 00:00:00
BCH-2023-0443,Roasted Corn,Line E,2023-12-14 00:00:00,Dec-2023,Q4-2023,Afternoon,Anand M.,259.4,RM-2442,Released,2023-12-17 00:00:00
BCH-2023-0444,Chickpea Snacks,Line F,2023-12-16 00:00:00,Dec-2023,Q4-2023,Night,Sagar A.,472.3,RM-2443,Released,2023-12-19 00:00:00
BCH-2023-0445,Banana Chips,Line A,2023-12-17 00:00:00,Dec-2023,Q4-2023,Morning,Divya N.,613.0,RM-2444,Released,2023-12-18 00:00:00
BCH-2023-0446,Sweet Potato Chips,Line B,2023-12-18 00:00:00,Dec-2023,Q4-2023,Afternoon,Karthik V.,222.4,RM-2445,Hold – OOS,
BCH-2023-0447,Masala Peanuts,Line C,2023-12-19 00:00:00,Dec-2023,Q4-2023,Night,Meena R.,248.0,RM-2446,Released,2023-12-22 00:00:00
BCH-2023-0448,Tapioca Crisps,Line D,2023-12-22 00:00:00,Dec-2023,Q4-2023,Morning,Suresh B.,527.6,RM-2447,Released,2023-12-23 00:00:00
BCH-2023-0449,Jackfruit Chips,Line E,2023-12-23 00:00:00,Dec-2023,Q4-2023,Afternoon,Ramesh K.,469.6,RM-2448,Released,2023-12-24 00:00:00
BCH-2023-0450,Okra Chips,Line F,2023-12-24 00:00:00,Dec-2023,Q4-2023,Night,Priya S.,387.0,RM-2449,Released,2023-12-25 00:00:00
BCH-2023-0451,Roasted Corn,Line A,2023-12-31 00:00:00,Dec-2023,Q4-2023,Morning,Anand M.,588.8,RM-2450,Released,2024-01-01 00:00:00
BCH-2023-0452,Chickpea Snacks,Line B,2024-01-01 00:00:00,Jan-2024,Q1-2024,Afternoon,Sagar A.,373.7,RM-2451,Released,2024-01-02 00:00:00
BCH-2023-0453,Banana Chips,Line C,2024-01-02 00:00:00,Jan-2024,Q1-2024,Night,Divya N.,404.4,RM-2452,Released,2024-01-05 00:00:00
BCH-2023-0454,Sweet Potato Chips,Line D,2024-01-03 00:00:00,Jan-2024,Q1-2024,Morning,Karthik V.,410.9,RM-2453,Released,2024-01-05 00:00:00
BCH-2023-0455,Masala Peanuts,Line E,2024-01-04 00:00:00,Jan-2024,Q1-2024,Afternoon,Meena R.,358.9,RM-2454,Released,2024-01-07 00:00:00
BCH-2023-0456,Tapioca Crisps,Line F,2024-01-05 00:00:00,Jan-2024,Q1-2024,Night,Suresh B.,400.9,RM-2455,Released,2024-01-07 00:00:00
BCH-2023-0457,Jackfruit Chips,Line A,2024-01-06 00:00:00,Jan-2024,Q1-2024,Morning,Ramesh K.,362.6,RM-2456,Released,2024-01-08 00:00:00
BCH-2023-0458,Okra Chips,Line B,2024-01-07 00:00:00,Jan-2024,Q1-2024,Afternoon,Priya S.,567.8,RM-2457,Released,2024-01-10 00:00:00
BCH-2023-0459,Roasted Corn,Line C,2024-01-08 00:00:00,Jan-2024,Q1-2024,Night,Anand M.,267.6,RM-2458,Released,2024-01-09 00:00:00
BCH-2023-0460,Chickpea Snacks,Line D,2024-01-09 00:00:00,Jan-2024,Q1-2024,Morning,Sagar A.,243.6,RM-2459,Hold – OOS,
BCH-2023-0461,Banana Chips,Line E,2024-01-10 00:00:00,Jan-2024,Q1-2024,Afternoon,Divya N.,456.1,RM-2460,Released,2024-01-12 00:00:00
BCH-2023-0462,Sweet Potato Chips,Line F,2024-01-11 00:00:00,Jan-2024,Q1-2024,Night,Karthik V.,225.0,RM-2461,Released,2024-01-14 00:00:00
BCH-2023-0463,Masala Peanuts,Line A,2024-01-12 00:00:00,Jan-2024,Q1-2024,Morning,Meena R.,229.5,RM-2462,Released,2024-01-15 00:00:00
BCH-2023-0464,Tapioca Crisps,Line B,2024-01-13 00:00:00,Jan-2024,Q1-2024,Afternoon,Suresh B.,251.3,RM-2463,Released,2024-01-14 00:00:00
BCH-2023-0465,Jackfruit Chips,Line C,2024-01-18 00:00:00,Jan-2024,Q1-2024,Night,Ramesh K.,180.5,RM-2464,Released,2024-01-19 00:00:00
BCH-2023-0466,Okra Chips,Line D,2024-01-20 00:00:00,Jan-2024,Q1-2024,Morning,Priya S.,324.9,RM-2465,Released,2024-01-21 00:00:00
BCH-2023-0467,Roasted Corn,Line E,2024-01-21 00:00:00,Jan-2024,Q1-2024,Afternoon,Anand M.,454.2,RM-2466,Released,2024-01-24 00:00:00
BCH-2023-0468,Chickpea Snacks,Line F,2024-01-22 00:00:00,Jan-2024,Q1-2024,Night,Sagar A.,428.0,RM-2467,Released,2024-01-25 00:00:00
BCH-2023-0469,Banana Chips,Line A,2024-01-24 00:00:00,Jan-2024,Q1-2024,Morning,Divya N.,573.3,RM-2468,Released,2024-01-26 00:00:00
BCH-2023-0470,Sweet Potato Chips,Line B,2024-01-25 00:00:00,Jan-2024,Q1-2024,Afternoon,Karthik V.,425.3,RM-2469,Released,2024-01-27 00:00:00
BCH-2023-0471,Masala Peanuts,Line C,2024-01-26 00:00:00,Jan-2024,Q1-2024,Night,Meena R.,363.7,RM-2470,Released,2024-01-29 00:00:00
BCH-2023-0472,Tapioca Crisps,Line D,2024-01-27 00:00:00,Jan-2024,Q1-2024,Morning,Suresh B.,558.4,RM-2471,Released,2024-01-29 00:00:00
BCH-2023-0473,Jackfruit Chips,Line E,2024-01-28 00:00:00,Jan-2024,Q1-2024,Afternoon,Ramesh K.,274.1,RM-2472,Released,2024-01-29 00:00:00
BCH-2023-0474,Okra Chips,Line F,2024-01-29 00:00:00,Jan-2024,Q1-2024,Night,Priya S.,330.1,RM-2473,Released,2024-01-31 00:00:00
BCH-2023-0475,Roasted Corn,Line A,2024-01-30 00:00:00,Jan-2024,Q1-2024,Morning,Anand M.,239.0,RM-2474,Released,2024-01-31 00:00:00
BCH-2023-0476,Chickpea Snacks,Line B,2024-01-31 00:00:00,Jan-2024,Q1-2024,Afternoon,Sagar A.,488.3,RM-2475,Released,2024-02-03 00:00:00
BCH-2023-0477,Banana Chips,Line C,2024-02-01 00:00:00,Feb-2024,Q1-2024,Night,Divya N.,499.6,RM-2476,Released,2024-02-03 00:00:00
BCH-2023-0478,Sweet Potato Chips,Line D,2024-02-02 00:00:00,Feb-2024,Q1-2024,Morning,Karthik V.,276.2,RM-2477,Released,2024-02-03 00:00:00
BCH-2023-0479,Masala Peanuts,Line E,2024-02-03 00:00:00,Feb-2024,Q1-2024,Afternoon,Meena R.,274.8,RM-2478,Hold – OOS,
BCH-2023-0480,Tapioca Crisps,Line F,2024-02-05 00:00:00,Feb-2024,Q1-2024,Night,Suresh B.,452.8,RM-2479,Released,2024-02-06 00:00:00
BCH-2023-0481,Jackfruit Chips,Line A,2024-02-08 00:00:00,Feb-2024,Q1-2024,Morning,Ramesh K.,462.1,RM-2480,Released,2024-02-09 00:00:00
BCH-2023-0482,Okra Chips,Line B,2024-02-09 00:00:00,Feb-2024,Q1-2024,Afternoon,Priya S.,298.1,RM-2481,Released,2024-02-10 00:00:00
BCH-2023-0483,Roasted Corn,Line C,2024-02-10 00:00:00,Feb-2024,Q1-2024,Night,Anand M.,291.1,RM-2482,Released,2024-02-12 00:00:00
BCH-2023-0484,Chickpea Snacks,Line D,2024-02-12 00:00:00,Feb-2024,Q1-2024,Morning,Sagar A.,293.9,RM-2483,Released,2024-02-15 00:00:00
BCH-2023-0485,Banana Chips,Line E,2024-02-13 00:00:00,Feb-2024,Q1-2024,Afternoon,Divya N.,524.2,RM-2484,Released,2024-02-14 00:00:00
BCH-2023-0486,Sweet Potato Chips,Line F,2024-02-14 00:00:00,Feb-2024,Q1-2024,Night,Karthik V.,490.0,RM-2485,Released,2024-02-17 00:00:00
